2024-03-05 16:59:48,277: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-03-05 16:59:49,250: root: INFO: Current backtesting datetime 2020-01-02 08:30:00-05:00
2024-03-05 16:59:49,251: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-03-05 16:59:49,253: root: INFO: Current backtesting datetime 2020-01-02 09:30:00-05:00
2024-03-05 16:59:49,253: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-03-05 16:59:49,254: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-05 16:59:49[0m
2024-03-05 16:59:49,254: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-05 16:59:49,271: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-05 16:59:50,348: root: INFO: [34mMLTrader : Trading iteration ended at 2024-03-05 16:59:50[0m
2024-03-05 16:59:50,349: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-03-05 16:59:50,350: root: INFO: Current backtesting datetime 2020-01-02 16:00:00-05:00
2024-03-05 16:59:50,351: root: INFO: Current backtesting datetime 2020-01-03 09:30:00-05:00
2024-03-05 16:59:50,352: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-05 16:59:50[0m
2024-03-05 16:59:50,352: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-05 16:59:50,353: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-05 16:59:50,824: root: INFO: [34mMLTrader : Trading iteration ended at 2024-03-05 16:59:50[0m
2024-03-05 16:59:50,826: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-03-05 16:59:50,827: root: INFO: Current backtesting datetime 2020-01-03 16:00:00-05:00
2024-03-05 16:59:50,827: root: INFO: Current backtesting datetime 2020-01-04 09:30:00-05:00
2024-03-05 16:59:50,828: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-03-05 16:59:50,865: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-03-05 16:59:50,867: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-03-05 16:59:50,867: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-03-05 16:59:50,868: root: INFO: Current backtesting datetime 2020-01-06 08:30:00-05:00
2024-03-05 16:59:50,869: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-03-05 16:59:50,870: root: INFO: Current backtesting datetime 2020-01-06 09:30:00-05:00
2024-03-05 16:59:50,870: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-03-05 16:59:50,901: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-05 16:59:50[0m
2024-03-05 16:59:50,901: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-05 16:59:50,902: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-05 16:59:51,439: root: INFO: [34mMLTrader : Trading iteration ended at 2024-03-05 16:59:51[0m
2024-03-05 16:59:51,441: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-03-05 16:59:51,442: root: INFO: Current backtesting datetime 2020-01-06 16:00:00-05:00
2024-03-05 16:59:51,443: root: INFO: Current backtesting datetime 2020-01-07 09:30:00-05:00
2024-03-05 16:59:51,444: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-05 16:59:51[0m
2024-03-05 16:59:51,444: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-05 16:59:51,445: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-05 16:59:51,999: root: INFO: [34mMLTrader : Trading iteration ended at 2024-03-05 16:59:51[0m
2024-03-05 16:59:52,000: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-03-05 16:59:52,002: root: INFO: Current backtesting datetime 2020-01-07 16:00:00-05:00
2024-03-05 16:59:52,002: root: INFO: Current backtesting datetime 2020-01-08 09:30:00-05:00
