2024-03-07 22:04:21,341: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-03-07 22:04:22,272: root: INFO: Current backtesting datetime 2020-01-02 08:30:00-05:00
2024-03-07 22:04:22,272: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-03-07 22:04:22,274: root: INFO: Current backtesting datetime 2020-01-02 09:30:00-05:00
2024-03-07 22:04:22,274: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-03-07 22:04:22,275: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-07 22:04:22[0m
2024-03-07 22:04:22,277: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 22:04:22,281: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 22:04:23,018: root: INFO: [34mMLTrader : Trading iteration ended at 2024-03-07 22:04:23[0m
2024-03-07 22:04:23,019: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-03-07 22:04:23,021: root: INFO: Current backtesting datetime 2020-01-02 16:00:00-05:00
2024-03-07 22:04:23,021: root: INFO: Current backtesting datetime 2020-01-03 09:30:00-05:00
2024-03-07 22:04:23,022: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-07 22:04:23[0m
2024-03-07 22:04:23,022: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 22:04:23,023: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 22:04:23,451: root: INFO: [34mMLTrader : Trading iteration ended at 2024-03-07 22:04:23[0m
2024-03-07 22:04:23,452: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-03-07 22:04:23,453: root: INFO: Current backtesting datetime 2020-01-03 16:00:00-05:00
2024-03-07 22:04:23,453: root: INFO: Current backtesting datetime 2020-01-04 09:30:00-05:00
2024-03-07 22:04:23,454: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-03-07 22:04:23,480: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-03-07 22:04:23,482: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-03-07 22:04:23,482: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-03-07 22:04:23,483: root: INFO: Current backtesting datetime 2020-01-06 08:30:00-05:00
2024-03-07 22:04:23,483: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-03-07 22:04:23,484: root: INFO: Current backtesting datetime 2020-01-06 09:30:00-05:00
2024-03-07 22:04:23,484: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-03-07 22:04:23,509: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-07 22:04:23[0m
2024-03-07 22:04:23,509: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 22:04:23,511: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 22:04:23,970: root: INFO: [34mMLTrader : Trading iteration ended at 2024-03-07 22:04:23[0m
2024-03-07 22:04:23,971: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-03-07 22:04:23,972: root: INFO: Current backtesting datetime 2020-01-06 16:00:00-05:00
2024-03-07 22:04:23,973: root: INFO: Current backtesting datetime 2020-01-07 09:30:00-05:00
2024-03-07 22:04:23,973: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-07 22:04:23[0m
2024-03-07 22:04:23,974: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 22:04:23,974: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 22:04:24,492: root: INFO: [34mMLTrader : Trading iteration ended at 2024-03-07 22:04:24[0m
2024-03-07 22:04:24,493: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-03-07 22:04:24,495: root: INFO: Current backtesting datetime 2020-01-07 16:00:00-05:00
2024-03-07 22:04:24,495: root: INFO: Current backtesting datetime 2020-01-08 09:30:00-05:00
2024-03-07 22:04:24,496: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-07 22:04:24[0m
2024-03-07 22:04:24,496: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 22:04:24,497: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 22:04:24,977: root: INFO: [34mMLTrader : Trading iteration ended at 2024-03-07 22:04:24[0m
2024-03-07 22:04:24,979: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-03-07 22:04:24,981: root: INFO: Current backtesting datetime 2020-01-08 16:00:00-05:00
2024-03-07 22:04:24,981: root: INFO: Current backtesting datetime 2020-01-09 09:30:00-05:00
2024-03-07 22:04:24,982: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-07 22:04:24[0m
2024-03-07 22:04:24,982: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 22:04:24,983: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 22:04:25,452: root: INFO: [34mMLTrader : Trading iteration ended at 2024-03-07 22:04:25[0m
2024-03-07 22:04:25,454: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-03-07 22:04:25,455: root: INFO: Current backtesting datetime 2020-01-09 16:00:00-05:00
2024-03-07 22:04:25,455: root: INFO: Current backtesting datetime 2020-01-10 09:30:00-05:00
2024-03-07 22:04:25,456: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-07 22:04:25[0m
2024-03-07 22:04:25,456: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 22:04:25,457: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 22:04:25,891: root: INFO: [34mMLTrader : Trading iteration ended at 2024-03-07 22:04:25[0m
2024-03-07 22:04:25,893: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-03-07 22:04:25,895: root: INFO: Current backtesting datetime 2020-01-10 16:00:00-05:00
2024-03-07 22:04:25,895: root: INFO: Current backtesting datetime 2020-01-11 09:30:00-05:00
2024-03-07 22:04:25,896: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-03-07 22:04:25,898: root: INFO: Current backtesting datetime 2020-01-11 09:29:00-05:00
2024-03-07 22:04:25,899: root: INFO: Current backtesting datetime 2020-01-11 09:29:00-05:00
2024-03-07 22:04:25,899: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-03-07 22:04:26,001: root: INFO: Current backtesting datetime 2020-01-13 08:30:00-05:00
2024-03-07 22:04:26,002: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-03-07 22:04:26,003: root: INFO: Current backtesting datetime 2020-01-13 09:30:00-05:00
